stock_code,stock_name,decision_date,structural_regime,monthly_behavior_state,tactical_signal,cbi_score,cost_position,chip_stability_confidence,mtf_regime,qcfp_score,structure_behavior_alignment,market_context,evidence_summary,ai_check,data_quality,align_method
01093,石药集团,2010-01-08,STATE_UNDETERMINED,,Consolidation,,,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:nan(B); 触发:Consolidation(C); 置信度:Low,PASSED,,data_insufficient
01093,石药集团,2010-01-15,STATE_UNDETERMINED,,Consolidation,,,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:nan(B); 触发:Consolidation(C); 置信度:Low,PASSED,,data_insufficient
01093,石药集团,2010-01-22,STATE_UNDETERMINED,,Consolidation,,,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:nan(B); 触发:Consolidation(C); 置信度:Low,PASSED,,data_insufficient
01093,石药集团,2010-01-29,STATE_UNDETERMINED,,Consolidation,,,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:nan(B); 触发:Consolidation(C); 置信度:Low,PASSED,,data_insufficient
01093,石药集团,2010-02-05,STATE_UNDETERMINED,,Consolidation,,,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-02-12,STATE_UNDETERMINED,,Consolidation,,,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-02-19,STATE_UNDETERMINED,,Consolidation,,,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-02-26,STATE_UNDETERMINED,,Consolidation,,,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-03-05,STATE_UNDETERMINED,,Consolidation,,,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-03-12,STATE_UNDETERMINED,,Consolidation,,,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-03-19,STATE_UNDETERMINED,,Consolidation,,,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-03-26,STATE_UNDETERMINED,,Consolidation,,,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:None(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-04-02,STATE_UNDETERMINED,Improving,Consolidation,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Improving(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-04-09,STATE_UNDETERMINED,Improving,Consolidation,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Improving(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-04-16,STATE_UNDETERMINED,Improving,Consolidation,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Improving(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-04-23,STATE_UNDETERMINED,Improving,Consolidation,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Improving(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-04-30,STATE_UNDETERMINED,Deteriorating,Consolidation,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Deteriorating(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-05-07,STATE_UNDETERMINED,Deteriorating,Consolidation,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Deteriorating(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-05-14,STATE_UNDETERMINED,Deteriorating,Consolidation,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Deteriorating(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-05-21,STATE_UNDETERMINED,Deteriorating,Pullback,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Deteriorating(B); 触发:Pullback(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-05-28,STATE_UNDETERMINED,Deteriorating,Consolidation,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Deteriorating(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-06-04,STATE_UNDETERMINED,Deteriorating,Consolidation,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Deteriorating(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-06-11,STATE_UNDETERMINED,Deteriorating,Consolidation,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Deteriorating(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-06-18,STATE_UNDETERMINED,Deteriorating,Pullback,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Deteriorating(B); 触发:Pullback(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-06-25,STATE_UNDETERMINED,Deteriorating,Consolidation,,COST_DISADVANTAGE,Low,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Deteriorating(B); 触发:Consolidation(C); 置信度:Low,PASSED,C,data_insufficient
01093,石药集团,2010-07-02,STATE_UNDETERMINED,Improving,Consolidation,50.0,COST_DISADVANTAGE,Medium,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Improving(B); 触发:Consolidation(C); 置信度:Medium,PASSED,C,data_insufficient
01093,石药集团,2010-07-09,STATE_UNDETERMINED,Improving,Consolidation,50.0,COST_DISADVANTAGE,Medium,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Improving(B); 触发:Consolidation(C); 置信度:Medium,PASSED,C,data_insufficient
01093,石药集团,2010-07-16,STATE_UNDETERMINED,Improving,Consolidation,50.0,COST_DISADVANTAGE,Medium,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Improving(B); 触发:Consolidation(C); 置信度:Medium,PASSED,C,data_insufficient
01093,石药集团,2010-07-23,STATE_UNDETERMINED,Improving,Consolidation,50.0,COST_DISADVANTAGE,Medium,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Improving(B); 触发:Consolidation(C); 置信度:Medium,PASSED,C,data_insufficient
01093,石药集团,2010-07-30,STATE_UNDETERMINED,Improving,Consolidation,50.0,COST_DISADVANTAGE,Medium,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Improving(B); 触发:Consolidation(C); 置信度:Medium,PASSED,C,data_insufficient
01093,石药集团,2010-08-06,STATE_UNDETERMINED,Deteriorating,Consolidation,50.0,COST_DISADVANTAGE,Medium,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Deteriorating(B); 触发:Consolidation(C); 置信度:Medium,PASSED,C,data_insufficient
01093,石药集团,2010-08-13,STATE_UNDETERMINED,Deteriorating,Consolidation,50.0,COST_DISADVANTAGE,Medium,DATA_INSUFFICIENT,,Unknown,neutral,结构:STATE_UNDETERMINED(A/A-); 阶段:Deteriorating(B); 触发:Consolidation(C); 置信度:Medium,PASSED,C,data_insufficient
01093,石药集团,2010-08-20,STRUCTURAL_ACCUMULATION,Deteriorating,Consolidation,50.0,COST_DISADVANTAGE,High,BULLISH_STABLE,75.0,Divergence,neutral,结构:STRUCTURAL_ACCUMULATION(A/A-); 阶段:Deteriorating(B); 触发:Consolidation(C); 置信度:High,PASSED,C,fallback
01093,石药集团,2010-08-27,STRUCTURAL_ACCUMULATION,Deteriorating,Breakdown,50.0,COST_DISADVANTAGE,High,BULLISH_WARNING,55.0,Divergence,neutral,结构:STRUCTURAL_ACCUMULATION(A/A-); 阶段:Deteriorating(B); 触发:Breakdown(C); 置信度:High,PASSED,C,matrix
01093,石药集团,2010-09-03,STRUCTURAL_ACCUMULATION,Stable,Consolidation,50.0,COST_DISADVANTAGE,High,BULLISH_STABLE,75.0,Aligned,neutral,结构:STRUCTURAL_ACCUMULATION(A/A-); 阶段:Stable(B); 触发:Consolidation(C); 置信度:High,PASSED,C,fallback
01093,石药集团,2010-09-10,STRUCTURAL_ACCUMULATION,Stable,Consolidation,50.0,COST_DISADVANTAGE,High,BULLISH_STABLE,75.0,Aligned,neutral,结构:STRUCTURAL_ACCUMULATION(A/A-); 阶段:Stable(B); 触发:Consolidation(C); 置信度:High,PASSED,C,fallback
01093,石药集团,2010-09-17,STRUCTURAL_ACCUMULATION,Stable,Consolidation,50.0,COST_DISADVANTAGE,High,BULLISH_STABLE,75.0,Aligned,neutral,结构:STRUCTURAL_ACCUMULATION(A/A-); 阶段:Stable(B); 触发:Consolidation(C); 置信度:High,PASSED,C,fallback
01093,石药集团,2010-09-24,STRUCTURAL_ACCUMULATION,Stable,Consolidation,50.0,COST_DISADVANTAGE,High,BULLISH_STABLE,75.0,Aligned,neutral,结构:STRUCTURAL_ACCUMULATION(A/A-); 阶段:Stable(B); 触发:Consolidation(C); 置信度:High,PASSED,C,fallback
01093,石药集团,2010-10-01,STRUCTURAL_ACCUMULATION,Stable,Consolidation,50.0,COST_DISADVANTAGE,High,BULLISH_STABLE,75.0,Aligned,neutral,结构:STRUCTURAL_ACCUMULATION(A/A-); 阶段:Stable(B); 触发:Consolidation(C); 置信度:High,PASSED,C,fallback
